no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,0,3,Meal Plan 1,0,Room_Type 1,43,2018,10,20,Online,0,0,0,146.33,2,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,58,2018,5,17,Online,0,0,0,116.1,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,73,2018,3,21,Offline,0,0,0,38.67,0,Not_Canceled
2,0,0,2,Meal Plan 1,1,Room_Type 1,76,2017,10,13,Online,0,0,0,98.25,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Online,0,0,0,120,0,Canceled
2,0,0,2,Meal Plan 1,1,Room_Type 1,188,2018,9,22,Online,0,0,0,135.9,2,Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,248,2018,8,14,Online,0,0,0,90.95,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,64,2018,5,17,Corporate,0,0,0,130,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,21,2018,8,29,Online,0,0,0,124.25,3,Not_Canceled
2,0,0,3,Meal Plan 2,0,Room_Type 1,24,2018,3,3,Offline,0,0,0,117,0,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,113,2018,11,27,Online,nan,0,0,85,2,Not_Canceled
2,2,1,2,Meal Plan 1,0,Room_Type 6,71,2018,4,29,Online,0,0,0,198.9,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,13,2017,9,3,Offline,0,0,0,84,1,Not_Canceled
2,1,0,3,Meal Plan 1,0,Room_Type 1,88,2018,5,11,Online,0,0,0,143.1,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,Offline,0,0,0,108,0,Not_Canceled
2,1,2,4,Meal Plan 1,0,Room_Type 1,68,2018,5,7,Online,0,0,0,135.15,0,Canceled
2,0,0,3,Not Selected,0,Room_Type 1,13,2018,10,25,Online,0,0,0,87.78,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,1,2017,8,5,Corporate,0,0,0,60,0,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,21,2018,5,29,Online,0,0,0,101.15,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,8,2017,12,4,Online,0,0,0,80.27,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,111,2018,4,4,Online,0,0,0,82.45,1,Not_Canceled
2,0,0,3,Meal Plan 2,0,Room_Type 1,11,2018,5,24,Offline,0,0,0,160,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,8,2018,9,15,Online,0,0,0,149,3,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,30,2018,7,26,Online,0,0,0,135.9,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,184,2018,10,4,Online,0,0,0,122.4,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,8,31,Online,0,0,0,124,1,Not_Canceled
3,0,2,1,Meal Plan 2,0,Room_Type 4,20,2018,2,13,Online,nan,0,0,187,2,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,110,2017,7,25,Online,0,0,0,94.5,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,106,2018,5,29,Offline,0,0,0,80.75,1,Not_Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,34,2018,10,8,Online,0,0,0,170.4,1,Canceled
2,0,0,3,Not Selected,0,Room_Type 1,98,2018,12,8,Online,0,0,0,79.2,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,92,2018,3,26,Online,0,0,0,100,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 2,47,2017,11,5,Online,0,0,0,105.5,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 2,70,2018,4,12,Offline,0,0,0,95,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Online,0,0,0,120,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,Online,0,0,0,80,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2018,7,21,Corporate,0,0,0,105,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,14,2018,7,21,Corporate,0,0,0,105,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,130,2018,9,29,Online,0,0,0,139.5,2,Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Online,0,0,0,115,0,Canceled
2,0,1,1,Not Selected,0,Room_Type 1,75,2018,11,12,Online,0,0,0,79.2,1,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,64,2018,1,19,Online,0,0,0,65.36,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,59,2018,9,1,Online,0,0,0,123.3,2,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,7,26,Corporate,0,0,0,84,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,29,2018,1,30,Online,0,0,0,77.6,0,Canceled
2,1,2,2,Meal Plan 1,0,Room_Type 1,60,2018,12,23,Online,0,0,0,105.4,3,Not_Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,87,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,29,2018,4,14,Offline,0,0,0,90.95,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Online,nan,0,0,115,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,49,2018,11,9,Offline,0,0,0,75,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,41,2017,11,8,Online,0,0,0,81.77,1,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,26,2018,10,2,Online,0,0,0,147,0,Canceled
2,2,2,1,Meal Plan 1,0,Room_Type 6,32,2018,4,30,Online,0,0,0,198.9,0,Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 4,32,2017,10,24,Online,1,0,0,136,1,Not_Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 4,222,2018,12,2,Online,1,0,0,110.7,2,Not_Canceled
2,0,2,6,Not Selected,0,Room_Type 1,9,2018,2,6,Online,0,0,0,62.58,1,Not_Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 5,60,2018,6,9,Offline,0,0,0,102.68,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,109,2018,10,11,Online,0,0,0,108,0,Canceled
2,1,2,3,Meal Plan 1,0,Room_Type 1,12,2017,8,27,Online,0,0,0,90,2,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,109,2018,4,18,Online,0,0,0,76.5,1,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,224,2017,10,2,Offline,0,0,0,65,0,Not_Canceled
1,0,0,1,Not Selected,0,Room_Type 1,0,2018,5,11,Online,0,0,0,90.71,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,37,2018,3,1,Online,1,0,0,95.4,1,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,11,2017,10,23,Offline,1,0,0,88.5,0,Not_Canceled
1,0,1,3,Meal Plan 1,0,Room_Type 1,88,2018,11,7,Online,1,0,0,136.06,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,50,2018,1,14,Offline,1,0,0,52,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,12,2018,10,3,Offline,0,0,0,85,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,105,2018,4,18,Online,0,0,0,82.45,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,101,2017,12,31,Offline,0,0,0,61.5,0,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,35,2018,5,22,Online,0,0,0,98.1,0,Canceled
2,2,0,3,Meal Plan 1,0,Room_Type 5,94,2018,7,13,Online,0,0,0,138.25,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,38,2018,9,2,Online,0,0,0,76.23,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,308,2018,11,23,Online,0,0,0,78.3,2,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,30,2017,9,14,Online,0,0,0,94.5,2,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,2,25,Corporate,1,0,5,66,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,221,2018,8,12,Online,0,0,0,80,0,Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,35,2018,5,16,Corporate,0,0,0,89,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,26,2017,10,7,Online,0,0,0,114.67,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,18,2018,2,12,Online,0,0,0,91,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,27,2018,5,10,Online,0,0,0,141,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Online,1,0,0,130,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,13,2017,11,8,Online,0,0,0,90.95,1,Not_Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 1,88,2017,10,5,Offline,0,0,0,112.2,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,125,2018,12,27,Offline,0,0,0,68,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,3,2018,7,14,Offline,0,0,0,75,1,Not_Canceled
0,1,2,4,Meal Plan 1,0,Room_Type 2,109,2018,4,1,Online,0,0,0,73.74,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,140,2018,10,3,Online,0,0,0,118.8,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,3,2018,1,8,Online,0,0,0,67.5,0,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,98,2018,12,8,Online,0,0,0,79.2,2,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Online,0,0,0,124,1,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,13,2018,1,28,Offline,0,0,0,62,0,Not_Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,6,2017,12,10,Online,0,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,91,2018,7,16,Online,0,0,0,118.8,2,Not_Canceled
3,0,0,0,Meal Plan 1,0,Room_Type 4,57,2018,4,1,Online,0,0,0,0,2,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,9,28,Corporate,1,0,2,110,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,34,2018,8,10,Online,0,0,0,149.4,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,87,2018,12,18,Offline,0,0,0,75,0,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 4,173,2018,1,27,Offline,1,0,0,52,0,Not_Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,167,2018,7,29,Online,1,0,0,137.7,0,Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,219,2017,9,4,Online,1,0,0,108,0,Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 4,126,2018,5,9,Online,1,0,0,111.35,1,Not_Canceled
2,1,1,2,Meal Plan 2,0,Room_Type 1,33,2018,8,15,Online,0,0,0,127.05,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,45,2018,2,25,Online,0,0,0,80.3,1,Not_Canceled
3,0,0,4,Meal Plan 1,0,Room_Type 4,103,2018,9,13,Online,0,0,0,168.3,1,Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 4,25,2018,12,7,Online,0,0,0,96.9,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,68,2017,11,28,Offline,0,0,0,60,0,Not_Canceled
1,0,2,1,Not Selected,0,Room_Type 1,24,2018,12,4,Online,0,0,0,88,2,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,11,2018,4,29,Online,0,0,0,122.33,0,Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 4,116,2018,7,28,Online,0,0,0,137.7,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,3,2018,2,7,Online,0,0,0,72.07,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,103,2018,4,5,Online,0,0,0,84.58,1,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,13,2018,10,17,Online,0,0,0,140,2,Not_Canceled
2,2,0,1,Meal Plan 2,0,Room_Type 6,44,2018,8,10,Online,0,0,0,259.2,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,54,2018,7,3,Offline,0,0,0,85.5,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,4,19,Online,0,0,0,111,0,Not_Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,5,2018,3,8,Online,0,0,0,1,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,153,2018,7,23,Online,0,0,0,108.45,1,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,56,2018,9,3,Online,0,0,0,120.38,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,59,2018,4,19,Online,0,0,0,85.5,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2017,10,15,Offline,0,0,0,100,0,Not_Canceled
1,0,2,0,Meal Plan 1,0,Room_Type 1,23,2018,9,11,Online,0,0,0,84.7,0,Not_Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 1,75,2018,5,22,Online,1,0,0,115.85,2,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,11,2017,8,28,Online,0,0,0,81,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,34,2018,9,25,Online,1,0,0,117,1,Not_Canceled
2,0,2,3,Not Selected,0,Room_Type 1,19,2018,2,11,Online,0,0,0,55.32,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,41,2018,12,27,Offline,0,0,0,65,0,Not_Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 1,17,2017,12,18,Offline,0,0,0,82,1,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,14,2018,3,26,Online,0,0,0,182,0,Canceled
2,0,2,2,Not Selected,0,Room_Type 1,12,2018,8,14,Online,0,0,0,131.5,3,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,54,2018,10,16,Offline,0,0,0,81,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,191,2018,6,3,Online,0,0,0,132,0,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,53,2017,12,29,Online,0,0,0,81,1,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,109,2018,10,24,Online,0,0,0,89.4,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,37,2018,8,21,Online,0,0,0,135.9,0,Not_Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 1,119,2018,6,28,Online,0,0,0,112.5,0,Canceled
3,0,1,3,Meal Plan 1,0,Room_Type 4,46,2018,3,21,Online,0,0,0,124.1,1,Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,90,0,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,26,2018,5,22,Online,0,0,0,121,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,301,2018,11,18,Online,1,0,0,52,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,37,2018,5,18,Corporate,1,0,0,89,0,Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 4,7,2018,4,9,Online,1,0,0,138,0,Canceled
2,0,1,0,Not Selected,0,Room_Type 4,0,2017,8,17,Online,1,0,0,129,0,Not_Canceled
2,0,1,0,Meal Plan 1,1,Room_Type 4,168,2018,5,29,Online,1,0,0,132.3,3,Not_Canceled
2,0,0,1,Not Selected,1,Room_Type 1,11,2018,2,5,Online,0,0,0,90,0,Not_Canceled
2,0,2,6,Meal Plan 2,0,Room_Type 1,107,2018,6,28,Online,0,0,0,140.25,1,Not_Canceled
2,2,1,3,Meal Plan 1,0,Room_Type 6,77,2018,5,2,Online,0,0,0,187.85,1,Not_Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,219,2017,9,4,Online,0,0,0,108,0,Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,6,2018,2,28,Offline,0,0,0,54,0,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,54,2018,2,27,Online,0,0,0,73.5,1,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,172,2018,9,16,Offline,0,0,0,80.75,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,8,2018,2,12,Online,0,0,0,81,0,Not_Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,100,2017,10,16,Online,0,0,0,108,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,95,2018,4,17,Online,0,0,0,90.3,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,36,2018,2,22,Online,0,0,0,82.7,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2,2018,3,10,Online,0,0,0,89,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,69,2018,5,11,Online,0,0,0,92.28,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,140,2018,5,29,Online,0,0,0,105.3,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,12,2018,5,30,Online,0,0,0,112.42,0,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,14,2017,9,15,Online,0,0,0,114,1,Not_Canceled
2,1,1,2,Meal Plan 2,0,Room_Type 1,34,2018,8,8,Online,0,0,0,194.85,1,Canceled
1,0,1,5,Meal Plan 1,0,Room_Type 1,349,2018,10,4,Online,0,0,0,80,0,Canceled
2,0,1,0,Not Selected,0,Room_Type 1,68,2018,6,19,Online,0,0,0,116.1,1,Not_Canceled
1,0,2,0,Meal Plan 1,0,Room_Type 1,3,2017,10,18,Corporate,0,0,0,65,0,Not_Canceled
2,1,0,3,Meal Plan 1,0,Room_Type 1,172,2018,10,4,Online,0,0,0,125.1,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,159,2018,8,2,Offline,0,0,0,82.44,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,16,2017,10,1,Online,0,0,0,111.75,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Online,0,0,0,110,0,Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,1,0,0,90,0,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,36,2018,8,14,Online,0,0,0,135.9,1,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,3,2018,6,13,Offline,0,0,0,106,0,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,275,2018,10,5,Online,0,0,0,90,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,16,2018,2,26,Complementary,0,0,0,2,0,Not_Canceled
2,0,2,3,Not Selected,0,Room_Type 1,11,2018,11,17,Online,0,0,0,79.05,0,Canceled
2,0,0,3,Meal Plan 1,1,Room_Type 1,22,2018,10,25,Online,0,0,0,139,1,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,4,2017,9,12,Online,0,0,0,128.5,2,Not_Canceled
2,0,2,2,Not Selected,0,Room_Type 1,84,2018,4,10,Online,0,0,0,58.14,0,Not_Canceled
2,2,2,4,Meal Plan 1,0,Room_Type 6,20,2018,11,11,Online,0,0,0,196.67,4,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,99,2018,2,19,Corporate,0,0,0,81,0,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 4,97,2018,8,4,Offline,0,0,0,82.45,0,Not_Canceled
2,0,2,0,Not Selected,0,Room_Type 1,1,2018,11,13,Online,1,0,0,95,0,Canceled
1,0,2,7,Meal Plan 1,0,Room_Type 1,0,2017,8,25,Complementary,1,0,0,0,0,Not_Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 4,22,2018,6,27,Online,1,0,0,164.33,0,Canceled
2,0,2,2,Meal Plan 2,0,Room_Type 4,37,2018,6,26,Online,1,0,0,156.6,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,26,2018,6,14,Online,0,0,0,111.35,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,10,Offline,0,0,0,65,0,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,52,2018,9,4,Online,0,0,0,98.82,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 4,20,2018,5,26,Aviation,0,0,0,110,0,Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 4,109,2018,5,2,Online,0,0,0,88.01,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,157,2018,12,8,Offline,0,0,0,68,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,33,2017,10,1,Online,0,0,0,79.35,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,90,2018,4,24,Online,0,0,0,70.03,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,61,2018,4,22,Online,0,0,0,118.8,0,Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,9,12,Online,0,0,0,159,1,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,52,2018,4,18,Online,0,0,0,85.5,0,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Online,0,0,0,60,0,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,29,2018,6,8,Online,0,0,0,103.55,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,6,14,Online,1,0,0,91,1,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,23,2018,10,20,Online,1,0,0,119,1,Canceled
3,0,2,5,Meal Plan 1,0,Room_Type 6,87,2018,7,9,Online,1,0,0,181.16,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,39,2018,7,3,Online,1,0,0,117.9,0,Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 1,1,2018,5,3,Online,0,0,0,142,2,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,20,2018,12,22,Online,0,0,0,74.8,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,15,2017,9,10,Online,0,0,0,116.75,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Online,0,0,0,120,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,3,2018,4,8,Online,0,0,0,89,0,Canceled
2,0,1,2,Not Selected,0,Room_Type 1,54,2018,11,11,Online,0,0,0,79.2,2,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,44,2018,4,25,Online,0,0,0,101.34,1,Not_Canceled
2,0,0,2,Not Selected,1,Room_Type 1,90,2018,8,10,Offline,0,0,0,91.8,0,Not_Canceled
1,0,1,3,Meal Plan 1,0,Room_Type 4,9,2018,5,9,Online,0,0,0,141,0,Canceled
2,1,0,2,Meal Plan 1,0,Room_Type 1,69,2017,7,7,Offline,0,0,0,76.08,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,10,2017,11,14,Offline,0,0,0,43.5,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 2,2,2018,1,7,Online,0,0,0,77.25,0,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,14,2018,8,17,Online,0,0,0,104.17,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,79,2017,7,7,Complementary,0,0,0,37.33,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Online,0,0,0,89,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,17,2018,9,8,Online,0,0,0,118.58,1,Not_Canceled
1,0,1,3,Meal Plan 1,0,Room_Type 1,169,2018,9,1,Offline,0,0,0,76.5,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,194,2018,9,12,Online,0,0,0,101.4,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,74,2018,3,24,Online,0,0,0,114.3,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,249,2018,9,7,Online,1,0,0,126.9,1,Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 1,221,2018,8,31,Online,0,0,0,112.5,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 5,34,2018,4,11,Offline,0,0,0,113.04,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,83,2018,10,19,Online,0,0,0,132.3,2,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,2,19,Corporate,0,0,0,81,0,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,150,2018,1,2,Offline,0,0,0,101,0,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,4,2018,2,14,Corporate,1,0,2,68,0,Not_Canceled
2,0,0,3,Meal Plan 2,0,Room_Type 1,85,2017,9,30,Offline,0,0,0,125,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,63,2018,5,16,Online,0,0,0,92.28,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,81,2018,6,23,Online,0,0,0,90.9,0,Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 4,7,2018,12,27,Online,0,0,0,116.73,2,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,161,2018,7,7,Online,1,0,0,97.75,1,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,205,2017,7,25,Online,1,0,0,76.5,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,131,2018,5,5,Online,1,0,0,114.3,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,5,2018,5,24,Corporate,1,0,0,110,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,133,2018,3,11,Offline,0,0,0,84.33,1,Not_Canceled
2,1,1,2,Meal Plan 1,0,Room_Type 6,68,2018,5,13,Online,0,0,0,198.9,0,Canceled
3,0,0,4,Meal Plan 1,0,Room_Type 4,21,2018,6,28,Online,0,0,0,182,3,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,72,2018,5,13,Online,0,0,0,119.85,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,118,2018,11,3,Online,0,0,0,90,1,Not_Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,37,2017,9,20,Online,0,0,0,95,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,11,2018,2,12,Offline,0,0,0,73.6,2,Not_Canceled
